BUILDING IRN,BUILDING NAME,DISTRICT IRN,DISTRICT NAME,ADDRESS,CITY,STATE,ZIP CODE,PHONE,PRINCIPAL,COUNTY,GRADE SPAN,INDICATORS MET GRADE,PERFORMANCE INDEX SCORE GRADE,4-YEAR GRADUATION RATE GRADE,5-YEAR GRADUATION RATE GRADE,OVERALL VALUE-ADDED GRADE,GIFTED VALUE-ADDED GRADE,LOWEST 20% VALUE-ADDED GRADE,SWD VALUE-ADDED GRADE,AMO GRADE,K-3 LITERACY IMPROVEMENT GRADE,ACHIEVEMENT COMPONENT GRADE,GRADUATION COMPONENT GRADE,PROGRESS COMPONENT GRADE,GAP CLOSING COMPONENT GRADE,K-3 LITERACY COMPONENT GRADE,PREPARED FOR SUCCESS GRADE
041053,Whitney Elementary School,044842,Strongsville City,13548 Whitney Rd,Strongsville,OH,44136-1951,(440) 572-7180,Glen L. Stacho,Cuyahoga,K-6,C,B,NR,NR,A,B,C,D,D,B,B,NR,B,D,B,NR
041111,Whittier Elementary School,043984,Findlay City,733 Wyandot St,Findlay,OH,45840-6063,(419) 425-8358,Susan K. Chesebro,Hancock,K-2,NR,NR,NR,NR,NR,NR,NR,NR,NR,A,NR,NR,NR,NR,A,NR
041137,Whittier Elementary School,044909,Toledo City,4221 Walker Ave,Toledo,OH,43612-1855,(419) 671-3600,Eric C. Remley,Lucas,K-8,F,D,NR,NR,A,NR,A,A,F,C,D,NR,A,F,C,NR
041145,Whittier Elementary School,044784,Sidney City,425 Belmont St,Sidney,OH,45365-1707,(937) 497-2275,Keith L. Helmlinger,Shelby,K-5,F,C,NR,NR,F,NR,C,C,F,NR,D,NR,D,F,NR,NR
041160,Whittier Elementary School,045047,Westerville City,130 E Walnut St,Westerville,OH,43081-2310,(614) 797-7300,CHERYL A. Relford,Franklin,K-5,B,B,NR,NR,A,B,NR,B,B,B,B,NR,A,B,B,NR
041178,Whittier Elementary School,044354,Massillon City,1212 10th St NE,Massillon,OH,44646-4413,(330) 830-3904,Matthew R. Plybon,Stark,K-3,F,C,NR,NR,NR,NR,NR,NR,A,C,C,NR,NR,A,C,NR
041186,Ironton Elementary School,044149,Ironton City,302 Delaware St,Ironton,OH,45638-1010,(740) 532-2209,John L. Maynard,Lawrence,K-5,F,C,NR,NR,F,D,D,C,F,B,D,NR,D,F,B,NR
041194,Wickliffe Elementary School,044933,Upper Arlington City,2405 Wickliffe Rd,Upper Arlington,OH,43221-1833,(614) 487-5150,Chris Collaros,Franklin,K-5,F,C,NR,NR,F,C,F,F,B,NR,D,NR,D,B,NR,NR
041202,Wickliffe High School,045088,Wickliffe City,2255 Rockefeller Rd,Wickliffe,OH,44092-2020,(440) 944-0800,Cynthia K. Anderson,Lake,9-12,F,D,B,A,F,D,D,D,C,NR,D,B,D,C,NR,D
041210,Wickliffe Middle School,045088,Wickliffe City,29240 Euclid Ave,Wickliffe,OH,44092-1911,(440) 943-3220,Bradley A. Leyrer,Lake,5-8,F,C,NR,NR,A,A,C,C,F,NR,C,NR,B,F,NR,NR
041236,Wilbur Wright School,043786,Cleveland Municipal,11005 Parkhurst Dr,Cleveland,OH,44111-3601,(216) 476-4200,Virmeal Finley,Cuyahoga,"P,K-8",F,F,NR,NR,F,NR,F,F,F,D,F,NR,F,F,D,NR
041244,Wilcox Elementary School,044537,North Ridgeville City,34580 Bainbridge Rd,North Ridgeville,OH,44039-4017,(440) 327-2220,Lee A. Armbruster,Lorain,4-5,F,C,NR,NR,A,B,C,D,C,NR,C,NR,B,C,NR,NR
041251,Wilcox Elementary School,050070,Twinsburg City,9198 Darrow Rd,Twinsburg,OH,44087-1856,(330) 486-2030,Lynn A. Villa,Summit,K-1,NR,NR,NR,NR,NR,NR,NR,NR,NR,B,NR,NR,NR,NR,B,NR
041269,Piqua Central Intermediate School,044644,Piqua City,807 Nicklin Ave,Piqua,OH,45356-1713,(937) 773-2017,Joshua L. Kauffman,Miami,4-6,F,D,NR,NR,A,A,A,A,F,NR,D,NR,A,F,NR,NR
041277,Wildwood Elementary School,044404,Middletown City,3300 Wildwood Rd,Middletown,OH,45042-2562,(513) 420-4564,Keri A. Hensley,Butler,K-5,F,D,NR,NR,C,NR,B,C,F,D,D,NR,B,F,D,NR
041319,Willard High School,045096,Willard City,One Flashes Avenue,Willard,OH,44890-1359,(419) 935-0181,Chris A. Schaaf,Huron,9-12,F,D,B,B,F,NR,F,F,F,NR,D,B,F,F,NR,D
041327,William C Schenck Elementary School,044008,Franklin City,350 Arlington Dr,Franklin,OH,45005-1562,(937) 743-8665,Deborah A. Kienle,Warren,1-6,F,C,NR,NR,A,NR,A,A,B,C,C,NR,A,B,C,NR
041335,William Foster Elementary School,044040,Garfield Heights City Schools,12801 Bangor Ave,Garfield Heights,OH,44125-3660,(216) 475-8123,Sean E. Patton,Cuyahoga,K-5,F,D,NR,NR,D,NR,B,C,F,C,D,NR,C,F,C,NR
041368,William Henry Harrison High School,047381,Southwest Local,9860 West Rd,Harrison,OH,45030-1929,(513) 367-4169,Davis E. Baker,Hamilton,9-12,F,C,A,B,A,A,A,F,F,NR,D,B,B,F,NR,D
041376,William Mason High School,050450,Mason City,6100 S Mason Montgomery Rd,Mason,OH,45040-3708,(513) 398-5025,David C. Hyatt,Warren,9-12,B,B,A,A,A,A,C,C,B,NR,B,A,B,B,NR,A
041384,Robert A. Taft Elementary School,049932,Plain Local,3829 Guilford Ave NW,Canton,OH,44718-2931,(330) 491-3760,Ann E. Bartley,Stark,K-4,D,C,NR,NR,D,C,C,F,B,B,C,NR,C,B,B,NR
041418,Williams Avenue Elementary School,044578,Norwood City,2132 Williams Ave,Norwood,OH,45212-3806,(513) 924-2520,Mark F. Gabbard,Hamilton,"K-6,P",F,C,NR,NR,C,NR,C,C,B,B,D,NR,C,B,B,NR
041434,Williamsburg Elementary School,046367,Williamsburg Local,839 Spring St,Williamsburg,OH,45176-1041,(513) 724-2241,Kevin O. Dunn,Clermont,K-5,F,C,NR,NR,F,NR,C,D,F,C,D,NR,D,F,C,NR
041442,Williamsburg High School,046367,Williamsburg Local,500 S 5th St,Williamsburg,OH,45176-1017,(513) 724-2211,Heather N. Powell,Clermont,6-12,F,C,A,A,A,D,D,C,D,NR,D,A,B,D,NR,D
041467,Williamson Elementary School,045161,Youngstown City,58 Williamson Ave,Youngstown,OH,44507-1219,(330) 744-7155,Michelle R. Payich,Mahoning,"P,K-8",F,F,NR,NR,F,NR,F,D,F,B,F,NR,D,F,B,NR
041509,Willoughby Middle School,045104,Willoughby-Eastlake City,36901 Ridge Rd,Willoughby,OH,44094-4129,(440) 975-3600,Lawrence C. Keller,Lake,6-8,F,C,NR,NR,A,A,A,A,F,NR,D,NR,A,F,NR,NR
041517,Willow School,043786,Cleveland Municipal,5004 Glazier Ave,Cleveland,OH,44127-1111,(216) 883-6118,Lisa Y. Williams,Cuyahoga,K-8,F,F,NR,NR,F,NR,F,F,F,D,F,NR,F,F,D,NR
041525,Willowick Middle School,045104,Willoughby-Eastlake City,31500 Royalview Dr,Willowick,OH,44095-4256,(440) 943-2950,Loretta Rodman,Lake,6-8,F,C,NR,NR,A,A,A,A,F,NR,D,NR,A,F,NR,NR
041533,Willowville Elementary School,046359,West Clermont Local,4529 Schoolhouse Rd,Batavia,OH,45103-1005,(513) 943-6800,Monna M. Kennedy,Clermont,K-5,D,B,NR,NR,A,C,B,C,B,C,B,NR,B,B,C,NR
041541,Willson School,043786,Cleveland Municipal,1122 Ansel Rd,Cleveland,OH,44108-3322,(216) 920-1207,Dawn M. Hayden,Cuyahoga,K-8,F,F,NR,NR,F,NR,F,F,F,D,F,NR,F,F,D,NR
041558,Wilmington High School,045112,Wilmington City,300 Richardson Pl,Wilmington,OH,45177-1251,(937) 382-7716,Melinda A. Mccarty-Stewart,Clinton,9-12,F,D,C,C,F,C,C,F,D,NR,D,C,D,D,NR,D
041582,Zane Grey Elementary School,045179,Zanesville City,711 Fess St,Zanesville,OH,43701-5301,(740) 453-0575,Mark T. Stallard,Muskingum,K-6,F,D,NR,NR,A,NR,A,A,F,C,D,NR,A,F,C,NR
041608,Wilson Elementary School,047340,Forest Hills Local,2465 Little Dry Run Rd,Cincinnati,OH,45244-3250,(513) 231-3240,ROBERT W. BUCK III,Hamilton,K-6,B,B,NR,NR,B,B,B,C,A,NR,B,NR,B,A,NR,NR
041624,Wilson Hill Elementary School,045138,Worthington City,6500 Northland Rd,Worthington,OH,43085-3235,(614) 450-4800,Daniel C. Girard,Franklin,K-6,F,B,NR,NR,A,A,C,A,D,C,C,NR,B,D,C,NR
041640,Wilson Middle School,044107,Hamilton City,714 Eaton Ave,Hamilton,OH,45013-4602,(513) 887-5170,Jonathan S. Szary,Butler,7-8,F,D,NR,NR,A,C,C,C,F,NR,D,NR,B,F,NR,NR
041657,Wilson Middle School,044453,Newark City,805 W Church St,Newark,OH,43055-2717,(740) 670-7120,John R. Davis II,Licking,6-8,F,D,NR,NR,F,D,F,F,F,NR,D,NR,D,F,NR,NR
041699,Windemere CLC,043489,Akron City,2283 Windemere Ave,Akron,OH,44312-1365,(330) 761-7937,Megan D. Lee-Wilfong,Summit,K-5,F,C,NR,NR,F,D,C,D,B,B,D,NR,D,B,B,NR
041715,Windermere Elementary School,044933,Upper Arlington City,4101 Windermere Rd,Upper Arlington,OH,43220-4675,(614) 487-5060,Julie A. Nolan,Franklin,K-5,A,A,NR,NR,D,D,NR,D,A,NR,A,NR,D,A,NR,NR
041723,Windham High School,045666,Windham Exempted Village,9530 Bauer Ave,Windham,OH,44288-1004,(330) 326-2711,Laura Amero,Portage,9-12,F,D,C,C,A,NR,A,B,F,NR,D,C,A,F,NR,D
041749,Windsor STEM Academy (K-6),043802,Columbus City,1219 E 12th Ave,Columbus,OH,43211-2961,(614) 365-5906,Latasha N. Bah,Franklin,"K-6,P",F,F,NR,NR,F,NR,F,F,F,D,F,NR,F,F,D,NR
041756,Windsor Elementary School,043943,Elyria City Schools,264 Windsor Dr,Elyria,OH,44035-1749,(440) 284-8014,Miranda Cunningham-Roscoe,Lorain,K-5,D,B,NR,NR,A,A,C,A,D,C,C,NR,B,D,C,NR
041814,Winesburg Elementary School,047688,East Holmes Local,PO Box 207,Winesburg,OH,44690-0207,(330) 359-5059,Darrell A. Haven,Holmes,K-6,C,B,NR,NR,B,NR,NR,NR,A,NR,B,NR,B,A,NR,NR
041822,Winterset Elementary School,043802,Columbus City,4776 Winterset Dr,Columbus,OH,43220-3139,(614) 365-5510,Audra J. Pearson,Franklin,"K-5,P",F,C,NR,NR,A,NR,A,NR,F,C,D,NR,A,F,C,NR
041830,Wintersville Elementary School,047803,Indian Creek Local,100 Park Dr,Wintersville,OH,43953-3943,(740) 264-1691,Lorrie A. Jarrett,Jefferson,"K-4,P",F,D,NR,NR,A,NR,A,B,F,C,D,NR,A,F,C,NR
041848,Indian Creek High School,047803,Indian Creek Local,200 Park Dr,Wintersville,OH,43953-3944,(740) 264-1163,James D. Retton,Jefferson,9-12,F,D,D,C,F,B,F,F,F,NR,D,C,D,F,NR,F
041855,Winton Hills Academy Elementary School,043752,Cincinnati City,5300 Winneste Ave,Cincinnati,OH,45232-1133,(513) 363-6300,BENJAMIN R. FULTON,Hamilton,"K-6,P",F,D,NR,NR,F,NR,F,F,F,C,D,NR,F,F,C,NR
041863,Parker Woods Montessori,043752,Cincinnati City,4370 Beech Hill Ave,Cincinnati,OH,45223-1806,(513) 363-6200,Whitney L. Simmons,Hamilton,"K-6,P",F,D,NR,NR,F,NR,F,F,F,D,D,NR,F,F,D,NR
041889,Wise Elementary School,047688,East Holmes Local,PO Box 159,Charm,OH,44617-0159,(330) 893-2505,Casey A. Travis,Holmes,5-8,F,C,NR,NR,D,NR,NR,NR,F,NR,C,NR,D,F,NR,NR
041897,Withamsville-Tobasco Elementary School,046359,West Clermont Local,3950 Britton Boulevard,Cincinnati,OH,45245-2131,(513) 943-6900,Suelee L. Litman-Hall,Clermont,K-5,F,B,NR,NR,C,C,B,A,C,C,C,NR,B,C,C,NR
041921,Wogaman Middle School,043844,Dayton City,920 McArthur Ave,Dayton,OH,45408,(937) 542-5890,Karl A. Perkins,Montgomery,7-8,F,F,NR,NR,C,NR,C,C,F,NR,F,NR,C,F,NR,NR
041939,Woodbury Elementary School,044750,Shaker Heights City,15400 S Woodland Rd,Shaker Heights,OH,44120-1850,(216) 295-4150,Henry D. Young,Cuyahoga,5-6,F,C,NR,NR,F,F,F,F,F,NR,D,NR,F,F,NR,NR
041947,Woodcrest Elementary School,043802,Columbus City,5321 E Livingston Ave,Columbus,OH,43232-2864,(614) 365-6747,Brianne N. Pannell,Franklin,"K-5,P",F,D,NR,NR,F,NR,D,C,F,C,D,NR,D,F,C,NR
041962,Woodland Elementary School,044297,Mansfield City,460 Davis Rd,Mansfield,OH,44907-1122,(419) 525-6325,Kimberly A. Johnson,Richland,K-3,F,D,NR,NR,NR,NR,NR,NR,F,D,D,NR,NR,F,D,NR
041988,Woodland Elementary School,044834,Stow-Munroe Falls City School District,2908 Graham Rd,Stow,OH,44224-3620,(330) 689-5470,Mary L. Muckleroy,Summit,K-4,D,B,NR,NR,F,D,NR,F,A,C,C,NR,D,A,C,NR
041996,Barbara F Schreiber Elementary School,043711,Canton City,1503 Woodland Ave NW,Canton,OH,44703-1645,(330) 452-1672,Aaron Bouie,Stark,"K-2,P",NR,NR,NR,NR,NR,NR,NR,NR,NR,D,NR,NR,NR,NR,D,NR
042010,Greenville Primary School,044099,Greenville City,7550 State Route 118,Greenville,OH,45331-9395,(937) 548-1013,Jody W. Harter,Darke,K-2,NR,NR,NR,NR,NR,NR,NR,NR,NR,C,NR,NR,NR,NR,C,NR
042028,Woodlawn Elementary School,044677,Princeton City,31 Riddle Rd,Cincinnati,OH,45215-1014,(513) 864-2900,Sherry D. Thompson,Hamilton,"K-5,P",F,C,NR,NR,B,NR,C,B,F,NR,C,NR,B,F,NR,NR
042036,Woodmore Elementary School,049577,Woodmore Local,708 W Main St,Woodville,OH,43469-1018,(419) 862-1070,Gary F. Haas,Sandusky,K-6,C,B,NR,NR,F,C,C,D,B,D,B,NR,D,B,D,NR
042044,Woodmore High School,049577,Woodmore Local,633 Fremont St,Elmore,OH,43416-9737,(419) 862-2721,James L. Kieper,Ottawa,7-12,D,C,A,A,F,D,C,NR,B,NR,C,A,D,B,NR,C
042051,Woodridge High School,049973,Woodridge Local,4440 Quick Rd,Peninsula,OH,44264-9706,(330) 929-3191,Joel P. Morgan,Summit,"9-12,UNG",F,C,B,A,C,C,A,C,D,NR,D,B,B,D,NR,C
042077,Woodsfield Elementary School,048652,Switzerland of Ohio Local,473 Lewisville Rd,Woodsfield,OH,43793-9062,(740) 472-0953,Joshua D. Ischy,Monroe,K-8,F,D,NR,NR,D,C,D,F,F,C,D,NR,D,F,C,NR
042085,Monroe Central High School,048652,Switzerland of Ohio Local,469 Lewisville Rd,Woodsfield,OH,43793-9062,(740) 472-0414,,Monroe,9-12,F,D,C,D,F,F,C,D,F,NR,F,C,D,F,NR,C
042143,Laura Woodward Elementary School,043877,Delaware City,200 S Washington St,Delaware,OH,43015-2664,(740) 833-1600,RYAN MALANY,Delaware,"K-5,P",F,C,NR,NR,F,NR,F,F,F,C,D,NR,F,F,C,NR
042150,Woodward High School,044909,Toledo City,701 E Central Ave,Toledo,OH,43608-2061,(419) 671-6000,Jack D. Renz,Lucas,9-12,F,F,F,F,F,NR,A,C,F,NR,F,F,D,F,NR,F
042184,Woodward Park Middle School,043802,Columbus City,5151 Karl Rd,Columbus,OH,43229-4431,(614) 365-5354,Diane L. Agnes,Franklin,6-8,F,D,NR,NR,C,F,A,A,F,NR,F,NR,B,F,NR,NR
042218,Wooster High School,045120,Wooster City,515 Oldman Rd,Wooster,OH,44691-8540,(330) 345-4000,Tyler R. Keener,Wayne,8-12,F,C,A,A,F,A,F,F,F,NR,D,A,D,F,NR,C
042234,Wooster Twp Elementary School,050591,Triway Local,1071 Dover Rd,Wooster,OH,44691-4107,(330) 264-6252,Angela M. Carmichael,Wayne,K-6,D,C,NR,NR,A,NR,C,C,B,B,C,NR,B,B,B,NR
042259,Worley Elementary School,043711,Canton City,1340 23rd St NW,Canton,OH,44709-3655,(330) 452-5748,Elena Monahan,Stark,K-2,NR,NR,NR,NR,NR,NR,NR,NR,NR,C,NR,NR,NR,NR,C,NR
042267,Worthington Elementary School,043745,Chillicothe City,450 Allen Ave,Chillicothe,OH,45601-1455,(740) 774-3307,David A. Bennett,Ross,K-6,F,C,NR,NR,C,NR,C,NR,C,C,D,NR,C,C,C,NR
042275,Worthington Estates Elementary School,045138,Worthington City,6760 Rieber St,Worthington,OH,43085-2425,(614) 450-4600,Robert A. Messenheimer,Franklin,K-6,F,B,NR,NR,A,B,B,A,D,C,C,NR,A,D,C,NR
042283,Thomas Worthington High School,045138,Worthington City,300 W Granville Rd,Worthington,OH,43085-3527,(614) 450-6200,Peter A. Scully,Franklin,9-12,F,C,A,A,A,A,A,A,F,NR,C,A,A,F,NR,C
042291,Worthingway Middle School,045138,Worthington City,6625 Guyer St,Worthington,OH,43085-2426,(614) 450-4300,Nathan A. Kellenberger,Franklin,7-8,F,C,NR,NR,A,A,A,A,F,NR,D,NR,A,F,NR,NR
042333,Western Reserve High School,048397,Western Reserve Local,13850 W Akron Canfield Rd,Berlin Center,OH,44401-9752,(330) 547-4100,,Mahoning,9-12,F,B,A,B,A,NR,NR,C,A,NR,C,A,B,A,NR,C
042341,Western Reserve High School,047746,Western Reserve Local,3841 State Route 20,Collins,OH,44826-9513,(419) 668-8470,Lisa M. Border,Huron,9-12,F,D,A,B,A,NR,B,D,D,NR,D,A,B,D,NR,D
042358,Western Row Elementary School,050450,Mason City,755 Western Row Rd,Mason,OH,45040-1444,(513) 398-5821,James E. Messer,Warren,"2-3,SN",D,B,NR,NR,NR,NR,NR,NR,B,C,B,NR,NR,B,C,NR
042366,Wynford High School,046524,Wynford Local,3288 Holmes Center Rd,Bucyrus,OH,44820-9463,(419) 562-7828,Jeffrey A. Holbrook,Crawford,9-12,F,C,A,B,A,NR,A,A,D,NR,D,A,A,D,NR,D
042382,Wyoming High School,045146,Wyoming City,106 Pendery Ave,Wyoming,OH,45215-2727,(513) 206-7050,ASHLEY L. WHITELY,Hamilton,9-12,C,B,A,A,A,A,NR,C,A,NR,B,A,B,A,NR,A
042408,Xenia High School,045153,Xenia Community City,303 Kinsey Rd,Xenia,OH,45385-1410,(937) 372-6983,Henry B. Jackoby,Greene,9-12,F,D,C,C,F,D,F,F,F,NR,D,C,D,F,NR,D
042416,Yellow Springs/McKinney High School,045674,Yellow Springs Exempted Village,420 E Enon Rd,Yellow Springs,OH,45387-1417,(937) 767-7224,Timothy J. Krier,Greene,7-12,F,C,A,A,D,C,D,D,F,NR,D,A,C,F,NR,B
042424,Bellevue Elementary School,043596,Bellevue City,1150 Castalia St,Bellevue,OH,44811-1129,(419) 484-5050,Luana D. Coppus,Huron,"K-5,P",F,B,NR,NR,D,C,C,C,C,D,C,NR,C,C,D,NR
042440,Nelsonville-York Elementary School,044446,Nelsonville-York City,4 Buckeye Dr,Nelsonville,OH,45764-9591,(740) 753-5145,Rebecca L. Steenrod,Athens,"K-6,P",F,D,NR,NR,F,NR,D,A,F,C,D,NR,D,F,C,NR
042457,Buckeye Primary School,048470,Buckeye Local,3180 Columbia Rd,Medina,OH,44256-9411,(330) 722-8257,Dawn M. Hartwell,Medina,K-3,D,B,NR,NR,NR,NR,NR,NR,D,C,B,NR,NR,D,C,NR
042465,York Elementary School,044487,New Philadelphia City,938 Stonecreek Rd SW,New Philadelphia,OH,44663-7555,(330) 364-0770,Jaclyn M. Smolinski,Tuscarawas,K-5,D,B,NR,NR,A,NR,NR,NR,F,C,C,NR,A,F,C,NR
042499,Yorktown Middle School,043802,Columbus City,5600 E Livingston Ave,Columbus,OH,43232-2924,(614) 365-5408,Ronnie M. Brown,Franklin,6-8,F,F,NR,NR,F,C,F,F,F,NR,F,NR,D,F,NR,NR
042515,Buckeye South Elementary School,047787,Buckeye Local,100 Walden Ave,Tiltonsville,OH,43963-1131,(740) 859-2800,Julie B. Erwin,Jefferson,"K-6,P",F,C,NR,NR,F,NR,F,F,F,C,D,NR,F,F,C,NR
042523,Three Rivers Elementary,047399,Three Rivers Local,56 Cooper Ave,Cleves,OH,45002-1002,(513) 467-3210,Adam A. Biedenbach,Hamilton,"K-6,P",F,C,NR,NR,A,A,C,A,F,B,C,NR,B,F,B,NR
042531,Young Elementary School,050062,Springfield Local,3258 Nidover Dr,Akron,OH,44312-4628,(330) 798-1008,Jennifer D. Ganzer,Summit,"K-3,P",F,C,NR,NR,NR,NR,NR,NR,B,C,D,NR,NR,B,C,NR
042549,Youtz Elementary School,043711,Canton City,1901 Midway Ave NE,Canton,OH,44705-3447,(330) 452-7601,Timothy M. Black,Stark,3-5,F,F,NR,NR,F,NR,F,C,F,D,F,NR,D,F,D,NR
042564,Buckeye Trail High School,069682,East Guernsey Local,65555 Wintergreen Rd,Lore City,OH,43755-9715,(740) 489-5005,William L. Hartmeyer,Guernsey,9-12,F,D,A,B,F,C,D,F,F,NR,D,B,D,F,NR,F
042572,Zane Trace High School,049544,Zane Trace Local,946 State Route 180,Chillicothe,OH,45601-8141,(740) 775-1809,Michael T. Holdren,Ross,9-12,F,C,A,B,F,NR,D,D,B,NR,D,A,D,B,NR,D
042598,Zanesville High School,045179,Zanesville City,1701 Blue Ave,Zanesville,OH,43701-2457,(740) 453-0335,Garry E. Young,Muskingum,9-12,F,D,D,C,C,C,B,F,F,NR,D,C,C,F,NR,F
042614,Beachwood Middle School,043554,Beachwood City,2860 Richmond Rd,Beachwood,OH,44122-2333,(216) 831-0355,Paul R. Chase III,Cuyahoga,6-8,A,B,NR,NR,A,A,NR,B,C,NR,A,NR,A,C,NR,NR
042655,Hadley E Watts Middle School,043737,Centerville City,7056 Mcewen Rd,Dayton,OH,45459-3238,(937) 434-0370,Brian J. Miller,Montgomery,6-8,C,B,NR,NR,A,A,B,B,C,NR,B,NR,A,C,NR,NR
042762,Roberts Middle School,043836,Cuyahoga Falls City,3333 Charles St,Cuyahoga Falls,OH,44221-1248,(330) 926-3809,James I. Holzapfel,Summit,6-8,F,C,NR,NR,A,A,B,A,F,NR,D,NR,A,F,NR,NR
042796,Fairborn High School,043968,Fairborn City,900 E Dayton Yellow Springs Rd,Fairborn,OH,45324-3912,(937) 879-3611,Eugene Lolli,Greene,9-12,F,D,B,B,F,C,D,F,F,NR,D,B,D,F,NR,D
042804,Bigelow Hill Elementary School,043984,Findlay City,300 Hillcrest Ave,Findlay,OH,45840-4185,(419) 425-8306,Jennifer L. Theis,Hancock,4-5,F,C,NR,NR,C,C,F,B,F,NR,D,NR,C,F,NR,NR
042812,Wilson Vance Elementary School,043984,Findlay City,610 Bristol Dr,Findlay,OH,45840-6910,(419) 425-8332,David R. Barnhill,Hancock,3-5,C,B,NR,NR,A,B,C,C,B,D,B,NR,B,B,D,NR
042820,Hampton Bennett Early Childhood Center,044008,Franklin City,150 E 6th St,Franklin,OH,45005-2559,(937) 743-5290,Timothy E. Crowe,Warren,K,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
042861,Benjamin Harrison Elementary School,044339,Marion City,625 Brightwood Dr,Marion,OH,43302-5207,(740) 223-4999,Leah M. Filliater,Marion,K-5,F,D,NR,NR,F,C,D,C,F,C,D,NR,D,F,C,NR
043000,Southeast Elementary School,044735,Salem City,2200 Merle Rd,Salem,OH,44460-2545,(330) 332-8925,Lisa A. Whitacre,Columbiana,5-6,F,C,NR,NR,A,B,A,A,C,NR,C,NR,A,C,NR,NR
043018,Sidney Middle School,044784,Sidney City,980 Fair Rd,Sidney,OH,45365-2951,(937) 497-2225,Diane K. Voress,Shelby,5-8,F,C,NR,NR,A,B,C,C,F,NR,D,NR,B,F,NR,NR
043026,Highland Park Elementary School,044800,South-Western City,2600 Cameron St,Grove City,OH,43123-1733,(614) 801-8200,Stephanie L. Baker,Franklin,K-4,F,D,NR,NR,B,NR,C,D,F,B,D,NR,B,F,B,NR
043034,Indian Trail Elementary School,044834,Stow-Munroe Falls City School District,3512 Kent Rd,Stow,OH,44224-4602,(330) 689-5320,John M. Lacoste,Summit,K-4,F,C,NR,NR,F,F,C,C,F,D,C,NR,D,F,D,NR
043091,Blendon Middle School,045047,Westerville City,223 S Otterbein Ave,Westerville,OH,43081-2333,(614) 797-6400,Kendall L. Harris,Franklin,6-8,F,C,NR,NR,A,A,D,F,F,NR,D,NR,B,F,NR,NR
043158,Indian Hill Middle School,045435,Indian Hill Exempted Village,6845 Drake Rd,Cincinnati,OH,45243-2737,(513) 272-4642,Jennifer A. Ulland,Hamilton,6-8,B,B,NR,NR,B,A,NR,C,C,NR,B,NR,B,C,NR,NR
043174,Lake Elementary School,045492,Mentor Exempted Village,7625 Pinehurst Dr,Mentor On The Lake,OH,44060-3205,(440) 257-5953,Jodi M. Poremba,Lake,K-5,F,C,NR,NR,F,C,F,C,B,D,D,NR,D,B,D,NR
043216,St Clairsville Elementary School,045997,St Clairsville-Richland City,120 Norris St,Saint Clairsville,OH,43950-1514,(740) 695-0783,amber D. shepherd-smith,Belmont,"K-4,P",F,C,NR,NR,A,A,C,B,B,C,C,NR,B,B,C,NR
043224,Mt Orab Primary Elementary School,046060,Western Brown Local,474 W Main St,Mount Orab,OH,45154-9452,(937) 444-2528,Martin W. Paeltz,Brown,K-4,F,D,NR,NR,C,NR,C,F,F,D,D,NR,C,F,D,NR
043265,Big Walnut Middle School,046748,Big Walnut Local,777 Cheshire Rd,Sunbury,OH,43074-5002,(740) 965-3006,Joshua D. Frame,Delaware,7-8,F,C,NR,NR,A,A,A,A,D,NR,C,NR,A,D,NR,NR
043281,Olentangy Shanahan Middle School,046763,Olentangy Local,814 Shanahan Rd,Lewis Center,OH,43035-9078,(740) 657-4300,Joshua D. McDaniels,Delaware,6-8,B,B,NR,NR,F,F,C,D,D,NR,B,NR,D,D,NR,NR
043299,Herman K Ankeney Middle School,047241,Beavercreek City,4085 Shakertown Rd,Beavercreek,OH,45430-1034,(937) 429-7567,Dale A. Wren,Greene,6-8,D,B,NR,NR,A,A,A,A,C,NR,C,NR,A,C,NR,NR
043315,Pleasant Run Middle School,047365,Northwest Local,11770 Pippin Rd,Cincinnati,OH,45231-1158,(513) 851-2400,Eric M. Dunn,Hamilton,6-8,F,D,NR,NR,A,C,C,C,F,NR,D,NR,B,F,NR,NR
043323,Delshire Elementary School,047373,Oak Hills Local,4402 Glenhaven Rd,Cincinnati,OH,45238-6225,(513) 471-1766,Tara Willig,Hamilton,K-5,F,C,NR,NR,F,F,F,F,C,C,C,NR,F,C,C,NR
043331,Oakdale Elementary School,047373,Oak Hills Local,3850 Virginia Ct,Cincinnati,OH,45248-3212,(513) 574-1100,Emily M. Winkle,Hamilton,K-5,C,B,NR,NR,B,C,NR,F,D,NR,B,NR,B,D,NR,NR
043364,Boardman Center Intermediate School,048306,Boardman Local,7410 Market St,Youngstown,OH,44512-5612,(330) 726-3400,Randall S. Ebie,Mahoning,5-6,F,C,NR,NR,F,C,F,F,F,NR,C,NR,D,F,NR,NR
043372,River Valley Middle School,048447,River Valley Local,4334 Marion Mount Gilead Rd,Caledonia,OH,43314-9456,(740) 725-5700,Donald W. Gliebe,Marion,6-8,F,C,NR,NR,A,B,A,A,F,NR,D,NR,A,F,NR,NR
043380,Brookville Intermediate School,048678,Brookville Local,2 Blue Pride Drive,Brookville,OH,45309,(937) 833-6731,Erin C. Wheat,Montgomery,4-8,D,B,NR,NR,A,A,A,A,C,NR,C,NR,A,C,NR,NR
